max_depth,max_features,min_samples_split,n_estimators,Accuracy
10,,8,80,0.8460068959090487
10,,8,90,0.8514583915758085
10,,8,100,0.8487466219364457
10,,8,110,0.8473674401267356
10,,8,120,0.8514677103718199
10,,8,130,0.8514677103718199
10,,8,140,0.8541887988071941
10,,8,150,0.8555493430248813
10,,8,160,0.8555493430248813
10,,8,170,0.8541887988071941
10,,8,180,0.8514677103718199
10,,8,190,0.8528282545895071
10,,8,200,0.8514583915758085
10,,10,10,0.8364644487932159
10,,10,20,0.8487186655484111
10,,10,30,0.8432858074736744
10,,10,40,0.8392041748206133
10,,10,50,0.8446463516913616
10,,10,60,0.8500978473581213
10,,10,70,0.845997577113037
10,,10,80,0.8500978473581213
10,,10,90,0.8500978473581213
10,,10,100,0.8460162147050599
10,,10,110,0.8487279843444228
10,,10,120,0.8514583915758085
10,,10,130,0.8500978473581213
10,,10,140,0.8514583915758085
10,,10,150,0.8500978473581213
10,,10,160,0.8514583915758085
10,,10,170,0.8541887988071941
10,,10,180,0.8528282545895071
10,,10,190,0.8500978473581213
10,,10,200,0.8500978473581213
10,,12,10,0.843295126269686
10,,12,20,0.8459975771130368
10,,12,30,0.8405740378343118
10,,12,40,0.836483086385239
10,,12,50,0.8460068959090485
10,,12,60,0.844655670487373
10,,12,70,0.8500792097660982
10,,12,80,0.8528189357934954
10,,12,90,0.8487373031404342
10,,12,100,0.8514583915758085
10,,12,110,0.8514490727797968
10,,12,120,0.8541794800111825
10,,12,130,0.8541794800111825
10,,12,140,0.8528189357934954
10,,12,150,0.8500978473581213
10,,12,160,0.8473767589227472
10,,12,170,0.8514583915758083
10,,12,180,0.8500978473581213
10,,12,190,0.8514583915758085
10,,12,200,0.8500978473581213
10,,14,10,0.8337526791538533
10,,14,20,0.8419159444599759
10,,14,30,0.8433044450656976
10,,14,40,0.8392134936166247
10,,14,50,0.8473674401267356
10,,14,60,0.8487373031404342
10,,14,70,0.8473674401267356
10,,14,80,0.8500978473581213
10,,14,90,0.8487279843444228
10,,14,100,0.8446370328953499
10,,14,110,0.845997577113037
10,,14,120,0.8446370328953499
10,,14,130,0.8460068959090485
10,,14,140,0.8473674401267356
10,,14,150,0.8473674401267356
10,,14,160,0.8500978473581213
10,,14,170,0.8514583915758085
10,,14,180,0.8460068959090485
10,,14,190,0.8487279843444228
10,,14,200,0.8487279843444228
15,sqrt,2,10,0.8460255335010716
15,sqrt,2,20,0.8583077066443016
15,sqrt,2,30,0.8664989283384585
15,sqrt,2,40,0.8664802907464356
15,sqrt,2,50,0.8678594725561457
15,sqrt,2,60,0.8637498835150499
15,sqrt,2,70,0.8692013791818096
15,sqrt,2,80,0.8678408349641226
15,sqrt,2,90,0.8678501537601342
15,sqrt,2,100,0.8692106979778214
15,sqrt,2,110,0.8678594725561457
15,sqrt,2,120,0.8705712421955083
15,sqrt,2,130,0.8705712421955083
15,sqrt,2,140,0.8692106979778214
15,sqrt,2,150,0.8692106979778214
15,sqrt,2,160,0.871922467617184
15,sqrt,2,170,0.8692013791818096
15,sqrt,2,180,0.8705619233994968
15,sqrt,2,190,0.8691920603857982
15,sqrt,2,200,0.871922467617184
15,sqrt,4,10,0.8542260739912402
15,sqrt,4,20,0.8719317864131954
15,sqrt,4,30,0.871922467617184
15,sqrt,4,40,0.8719131488211722
15,sqrt,4,50,0.8773646444879322
15,sqrt,4,60,0.8760041002702451
15,sqrt,4,70,0.8732830118348709
15,sqrt,4,80,0.8760041002702451
15,sqrt,4,90,0.8705526046034852
15,sqrt,4,100,0.8719131488211722
15,sqrt,4,110,0.8691920603857982
15,sqrt,4,120,0.8719131488211722
15,sqrt,4,130,0.8732736930388594
15,sqrt,4,140,0.8719131488211722
15,sqrt,4,150,0.8746342372565465
15,sqrt,4,160,0.8691827415897866
15,sqrt,4,170,0.8678221973720996
15,sqrt,4,180,0.8719131488211722
15,sqrt,4,190,0.8691827415897866
15,sqrt,4,200,0.8746249184605348
15,sqrt,6,10,0.8637498835150497
15,sqrt,6,20,0.8541981176032056
15,sqrt,6,30,0.8678501537601342
15,sqrt,6,40,0.8664616531544125
15,sqrt,6,50,0.8691827415897866
15,sqrt,6,60,0.8664616531544125
15,sqrt,6,70,0.8705432858074736
15,sqrt,6,80,0.8746342372565463
15,sqrt,6,90,0.8705526046034852
15,sqrt,6,100,0.8719038300251608
15,sqrt,6,110,0.8719131488211722
15,sqrt,6,120,0.8759947814742335
15,sqrt,6,130,0.875985462678222
15,sqrt,6,140,0.8732643742428478
15,sqrt,6,150,0.8719038300251608
15,sqrt,6,160,0.8719038300251608
15,sqrt,6,170,0.8691827415897866
15,sqrt,6,180,0.8719038300251608
15,sqrt,6,190,0.8691827415897866
15,sqrt,6,200,0.8691827415897866
15,sqrt,8,10,0.859640294473954
15,sqrt,8,20,0.8596682508619885
15,sqrt,8,30,0.8678594725561457
15,sqrt,8,40,0.8692013791818098
15,sqrt,8,50,0.8719317864131954
15,sqrt,8,60,0.8746528748485696
15,sqrt,8,70,0.8733016494268939
15,sqrt,8,80,0.8705712421955083
15,sqrt,8,90,0.8746621936445811
15,sqrt,8,100,0.8760227378622683
15,sqrt,8,110,0.871922467617184
15,sqrt,8,120,0.8746621936445811
15,sqrt,8,130,0.874643556052558
15,sqrt,8,140,0.8719131488211722
15,sqrt,8,150,0.867831516168111
15,sqrt,8,160,0.8719131488211722
15,sqrt,8,170,0.8719038300251608
15,sqrt,8,180,0.8705432858074736
15,sqrt,8,190,0.8691827415897866
15,sqrt,8,200,0.8678221973720994
15,sqrt,10,10,0.8569285248345914
15,sqrt,10,20,0.8623800205013513
15,sqrt,10,30,0.8650917901407139
15,sqrt,10,40,0.8678221973720994
15,sqrt,10,50,0.8705339670114622
15,sqrt,10,60,0.8718945112291493
15,sqrt,10,70,0.8773460068959091
15,sqrt,10,80,0.8759947814742335
15,sqrt,10,90,0.8787158699096077
15,sqrt,10,100,0.8787158699096077
15,sqrt,10,110,0.8773553256919205
15,sqrt,10,120,0.8773553256919205
15,sqrt,10,130,0.8759947814742335
15,sqrt,10,140,0.8760041002702451
15,sqrt,10,150,0.8760041002702451
15,sqrt,10,160,0.8760041002702451
15,sqrt,10,170,0.8746528748485696
15,sqrt,10,180,0.8746528748485696
15,sqrt,10,190,0.8760041002702451
15,sqrt,10,200,0.873283011834871
15,sqrt,12,10,0.843295126269686
15,sqrt,12,20,0.8705526046034852
15,sqrt,12,30,0.8705526046034852
15,sqrt,12,40,0.8651011089367253
15,sqrt,12,50,0.8678221973720994
15,sqrt,12,60,0.8678221973720996
15,sqrt,12,70,0.8678221973720996
15,sqrt,12,80,0.8718945112291492
15,sqrt,12,90,0.875985462678222
15,sqrt,12,100,0.8732643742428478
15,sqrt,12,110,0.8759947814742335
15,sqrt,12,120,0.8732643742428479
15,sqrt,12,130,0.8705432858074736
15,sqrt,12,140,0.8719131488211722
15,sqrt,12,150,0.8651011089367253
15,sqrt,12,160,0.867831516168111
15,sqrt,12,170,0.867831516168111
15,sqrt,12,180,0.8705526046034852
15,sqrt,12,190,0.8705526046034852
15,sqrt,12,200,0.8691920603857982
15,sqrt,14,10,0.8596962072500233
15,sqrt,14,20,0.8555679806169042
15,sqrt,14,30,0.8623707017053397
15,sqrt,14,40,0.8623613829093282
15,sqrt,14,50,0.8664430155623893
15,sqrt,14,60,0.8664430155623893
15,sqrt,14,70,0.861000838691641
15,sqrt,14,80,0.8664336967663779
15,sqrt,14,90,0.8664430155623893
15,sqrt,14,100,0.8705339670114622
15,sqrt,14,110,0.8705339670114622
15,sqrt,14,120,0.8705339670114622
15,sqrt,14,130,0.8678128785760879
15,sqrt,14,140,0.8705432858074736
15,sqrt,14,150,0.8678128785760879
15,sqrt,14,160,0.8678221973720994
15,sqrt,14,170,0.8678221973720994
15,sqrt,14,180,0.8691827415897866
15,sqrt,14,190,0.8678128785760879
15,sqrt,14,200,0.8678221973720994
15,log2,2,10,0.8460255335010716
15,log2,2,20,0.8583077066443016
15,log2,2,30,0.8664989283384585
15,log2,2,40,0.8664802907464356
15,log2,2,50,0.8678594725561457
15,log2,2,60,0.8637498835150499
15,log2,2,70,0.8692013791818096
15,log2,2,80,0.8678408349641226
15,log2,2,90,0.8678501537601342
15,log2,2,100,0.8692106979778214
15,log2,2,110,0.8678594725561457
15,log2,2,120,0.8705712421955083
15,log2,2,130,0.8705712421955083
15,log2,2,140,0.8692106979778214
15,log2,2,150,0.8692106979778214
15,log2,2,160,0.871922467617184
15,log2,2,170,0.8692013791818096
15,log2,2,180,0.8705619233994968
15,log2,2,190,0.8691920603857982
15,log2,2,200,0.871922467617184
15,log2,4,10,0.8542260739912402
15,log2,4,20,0.8719317864131954
15,log2,4,30,0.871922467617184
15,log2,4,40,0.8719131488211722
15,log2,4,50,0.8773646444879322
15,log2,4,60,0.8760041002702451
15,log2,4,70,0.8732830118348709
15,log2,4,80,0.8760041002702451
15,log2,4,90,0.8705526046034852
15,log2,4,100,0.8719131488211722
15,log2,4,110,0.8691920603857982
15,log2,4,120,0.8719131488211722
15,log2,4,130,0.8732736930388594
15,log2,4,140,0.8719131488211722
15,log2,4,150,0.8746342372565465
15,log2,4,160,0.8691827415897866
15,log2,4,170,0.8678221973720996
15,log2,4,180,0.8719131488211722
15,log2,4,190,0.8691827415897866
15,log2,4,200,0.8746249184605348
15,log2,6,10,0.8637498835150497
15,log2,6,20,0.8541981176032056
15,log2,6,30,0.8678501537601342
15,log2,6,40,0.8664616531544125
15,log2,6,50,0.8691827415897866
15,log2,6,60,0.8664616531544125
15,log2,6,70,0.8705432858074736
15,log2,6,80,0.8746342372565463
15,log2,6,90,0.8705526046034852
15,log2,6,100,0.8719038300251608
15,log2,6,110,0.8719131488211722
15,log2,6,120,0.8759947814742335
15,log2,6,130,0.875985462678222
15,log2,6,140,0.8732643742428478
15,log2,6,150,0.8719038300251608
15,log2,6,160,0.8719038300251608
15,log2,6,170,0.8691827415897866
15,log2,6,180,0.8719038300251608
15,log2,6,190,0.8691827415897866
15,log2,6,200,0.8691827415897866
15,log2,8,10,0.859640294473954
15,log2,8,20,0.8596682508619885
15,log2,8,30,0.8678594725561457
15,log2,8,40,0.8692013791818098
15,log2,8,50,0.8719317864131954
15,log2,8,60,0.8746528748485696
15,log2,8,70,0.8733016494268939
15,log2,8,80,0.8705712421955083
15,log2,8,90,0.8746621936445811
15,log2,8,100,0.8760227378622683
15,log2,8,110,0.871922467617184
15,log2,8,120,0.8746621936445811
15,log2,8,130,0.874643556052558
15,log2,8,140,0.8719131488211722
15,log2,8,150,0.867831516168111
15,log2,8,160,0.8719131488211722
15,log2,8,170,0.8719038300251608
15,log2,8,180,0.8705432858074736
15,log2,8,190,0.8691827415897866
15,log2,8,200,0.8678221973720994
15,log2,10,10,0.8569285248345914
15,log2,10,20,0.8623800205013513
15,log2,10,30,0.8650917901407139
15,log2,10,40,0.8678221973720994
15,log2,10,50,0.8705339670114622
15,log2,10,60,0.8718945112291493
15,log2,10,70,0.8773460068959091
15,log2,10,80,0.8759947814742335
15,log2,10,90,0.8787158699096077
15,log2,10,100,0.8787158699096077
15,log2,10,110,0.8773553256919205
15,log2,10,120,0.8773553256919205
15,log2,10,130,0.8759947814742335
15,log2,10,140,0.8760041002702451
15,log2,10,150,0.8760041002702451
15,log2,10,160,0.8760041002702451
15,log2,10,170,0.8746528748485696
15,log2,10,180,0.8746528748485696
15,log2,10,190,0.8760041002702451
15,log2,10,200,0.873283011834871
15,log2,12,10,0.843295126269686
15,log2,12,20,0.8705526046034852
15,log2,12,30,0.8705526046034852
15,log2,12,40,0.8651011089367253
15,log2,12,50,0.8678221973720994
15,log2,12,60,0.8678221973720996
15,log2,12,70,0.8678221973720996
15,log2,12,80,0.8718945112291492
15,log2,12,90,0.875985462678222
15,log2,12,100,0.8732643742428478
15,log2,12,110,0.8759947814742335
15,log2,12,120,0.8732643742428479
15,log2,12,130,0.8705432858074736
15,log2,12,140,0.8719131488211722
15,log2,12,150,0.8651011089367253
15,log2,12,160,0.867831516168111
15,log2,12,170,0.867831516168111
15,log2,12,180,0.8705526046034852
15,log2,12,190,0.8705526046034852
15,log2,12,200,0.8691920603857982
15,log2,14,10,0.8596962072500233
15,log2,14,20,0.8555679806169042
15,log2,14,30,0.8623707017053397
15,log2,14,40,0.8623613829093282
15,log2,14,50,0.8664430155623893
15,log2,14,60,0.8664430155623893
15,log2,14,70,0.861000838691641
15,log2,14,80,0.8664336967663779
15,log2,14,90,0.8664430155623893
15,log2,14,100,0.8705339670114622
15,log2,14,110,0.8705339670114622
15,log2,14,120,0.8705339670114622
15,log2,14,130,0.8678128785760879
15,log2,14,140,0.8705432858074736
15,log2,14,150,0.8678128785760879
15,log2,14,160,0.8678221973720994
15,log2,14,170,0.8678221973720994
15,log2,14,180,0.8691827415897866
15,log2,14,190,0.8678128785760879
15,log2,14,200,0.8678221973720994
15,,2,10,0.8214705060106235
15,,2,20,0.8364458112011928
15,,2,30,0.8364644487932159
15,,2,40,0.8432858074736744
15,,2,50,0.843295126269686
15,,2,60,0.844655670487373
15,,2,70,0.8446463516913616
15,,2,80,0.839204174820613
15,,2,90,0.8405647190383002
15,,2,100,0.8392041748206133
15,,2,110,0.8392134936166247
15,,2,120,0.843295126269686
15,,2,130,0.841934582051999
15,,2,140,0.843295126269686
15,,2,150,0.8460162147050602
15,,2,160,0.8487373031404342
15,,2,170,0.8473767589227471
15,,2,180,0.8460162147050602
15,,2,190,0.8433044450656976
15,,2,200,0.843295126269686
15,,4,10,0.8337526791538533
15,,4,20,0.837824993010903
15,,4,30,0.8392041748206133
15,,4,40,0.844655670487373
15,,4,50,0.8514583915758083
15,,4,60,0.8473860777187587
15,,4,70,0.8487279843444228
15,,4,80,0.8460068959090485
15,,4,90,0.8419252632559873
15,,4,100,0.8405647190383002
15,,4,110,0.8419439008480104
15,,4,120,0.8419439008480104
15,,4,130,0.8433044450656976
15,,4,140,0.8501071661541328
15,,4,150,0.8473767589227471
15,,4,160,0.8460162147050602
15,,4,170,0.8487373031404342
15,,4,180,0.8460162147050602
15,,4,190,0.8473767589227472
15,,4,200,0.8473767589227472
15,,6,10,0.8242102320380207
15,,6,20,0.8432671698816513
15,,6,30,0.8337433603578417
15,,6,40,0.8419439008480104
15,,6,50,0.8419252632559873
15,,6,60,0.8460255335010718
15,,6,70,0.8405647190383003
15,,6,80,0.8405647190383003
15,,6,90,0.8446463516913616
15,,6,100,0.8432858074736744
15,,6,110,0.8392041748206133
15,,6,120,0.8405647190383002
15,,6,130,0.8473860777187587
15,,6,140,0.8473767589227471
15,,6,150,0.8473767589227471
15,,6,160,0.8487373031404342
15,,6,170,0.8487559407324573
15,,6,180,0.8460255335010718
15,,6,190,0.8460255335010718
15,,6,200,0.8460255335010718
15,,8,10,0.8337433603578418
15,,8,20,0.8500698909700866
15,,8,30,0.8432858074736744
15,,8,40,0.8432858074736744
15,,8,50,0.8460068959090485
15,,8,60,0.8460162147050602
15,,8,70,0.8460068959090485
15,,8,80,0.8460068959090485
15,,8,90,0.8487373031404342
15,,8,100,0.8487466219364457
15,,8,110,0.8473767589227471
15,,8,120,0.8514677103718199
15,,8,130,0.8514677103718199
15,,8,140,0.8514677103718199
15,,8,150,0.8555493430248813
15,,8,160,0.8555493430248813
15,,8,170,0.8555586618208928
15,,8,180,0.8541981176032056
15,,8,190,0.8541887988071941
15,,8,200,0.8528282545895071
15,,10,10,0.837824993010903
15,,10,20,0.8487093467523996
15,,10,30,0.8432858074736744
15,,10,40,0.8419252632559873
15,,10,50,0.8460068959090487
15,,10,60,0.8500978473581213
15,,10,70,0.8487186655484111
15,,10,80,0.8514583915758085
15,,10,90,0.8500978473581213
15,,10,100,0.8473767589227471
15,,10,110,0.8473674401267356
15,,10,120,0.8514583915758085
15,,10,130,0.8514583915758085
15,,10,140,0.8514583915758085
15,,10,150,0.8500978473581213
15,,10,160,0.8500978473581213
15,,10,170,0.8541887988071941
15,,10,180,0.8514583915758085
15,,10,190,0.8500978473581213
15,,10,200,0.8500978473581213
15,,12,10,0.8392041748206133
15,,12,20,0.845997577113037
15,,12,30,0.8405740378343116
15,,12,40,0.8351225421675521
15,,12,50,0.8460068959090485
15,,12,60,0.8473767589227472
15,,12,70,0.8500792097660982
15,,12,80,0.8528189357934954
15,,12,90,0.8500978473581213
15,,12,100,0.8500978473581213
15,,12,110,0.8514490727797968
15,,12,120,0.8528189357934954
15,,12,130,0.8555400242288697
15,,12,140,0.8528189357934954
15,,12,150,0.8514490727797968
15,,12,160,0.8473767589227472
15,,12,170,0.8500978473581213
15,,12,180,0.8487373031404342
15,,12,190,0.8514583915758085
15,,12,200,0.8500978473581213
15,,14,10,0.8323828161401547
15,,14,20,0.8432764886776628
15,,14,30,0.8460255335010716
15,,14,40,0.8392134936166247
15,,14,50,0.8500978473581213
15,,14,60,0.8473767589227471
15,,14,70,0.8473674401267356
15,,14,80,0.8500978473581213
15,,14,90,0.8473674401267356
15,,14,100,0.845997577113037
15,,14,110,0.845997577113037
15,,14,120,0.845997577113037
15,,14,130,0.8473674401267356
15,,14,140,0.8473674401267356
15,,14,150,0.8473674401267356
15,,14,160,0.8487279843444228
15,,14,170,0.8514583915758085
15,,14,180,0.8460068959090485
15,,14,190,0.8487279843444228
15,,14,200,0.8500885285621098
20,sqrt,2,10,0.8501071661541328
20,sqrt,2,20,0.8583077066443016
20,sqrt,2,30,0.871941105209207
20,sqrt,2,40,0.8705619233994968
20,sqrt,2,50,0.8733016494268941
20,sqrt,2,60,0.867831516168111
20,sqrt,2,70,0.8692013791818096
20,sqrt,2,80,0.8705619233994968
20,sqrt,2,90,0.8705712421955083
20,sqrt,2,100,0.8705712421955083
20,sqrt,2,110,0.8692106979778214
20,sqrt,2,120,0.8719317864131954
20,sqrt,2,130,0.8719317864131954
20,sqrt,2,140,0.867831516168111
20,sqrt,2,150,0.8692013791818096
20,sqrt,2,160,0.869192060385798
20,sqrt,2,170,0.8732923306308825
20,sqrt,2,180,0.8719317864131954
20,sqrt,2,190,0.8719131488211722
20,sqrt,2,200,0.873283011834871
20,sqrt,4,10,0.8569471624266145
20,sqrt,4,20,0.8719317864131954
20,sqrt,4,30,0.8760134190662565
20,sqrt,4,40,0.8719131488211722
20,sqrt,4,50,0.8759947814742335
20,sqrt,4,60,0.8760041002702451
20,sqrt,4,70,0.8705619233994968
20,sqrt,4,80,0.8732830118348709
20,sqrt,4,90,0.8691920603857982
20,sqrt,4,100,0.8719131488211722
20,sqrt,4,110,0.869192060385798
20,sqrt,4,120,0.8719131488211722
20,sqrt,4,130,0.8719131488211722
20,sqrt,4,140,0.8719131488211722
20,sqrt,4,150,0.8732736930388594
20,sqrt,4,160,0.8678221973720996
20,sqrt,4,170,0.8664616531544125
20,sqrt,4,180,0.8678221973720996
20,sqrt,4,190,0.8691827415897866
20,sqrt,4,200,0.8746249184605348
20,sqrt,6,10,0.8637498835150497
20,sqrt,6,20,0.8541981176032056
20,sqrt,6,30,0.866470971950424
20,sqrt,6,40,0.8664616531544125
20,sqrt,6,50,0.8678221973720994
20,sqrt,6,60,0.8664616531544125
20,sqrt,6,70,0.8678221973720996
20,sqrt,6,80,0.8732643742428478
20,sqrt,6,90,0.8719038300251608
20,sqrt,6,100,0.8719038300251608
20,sqrt,6,110,0.8705526046034852
20,sqrt,6,120,0.8746342372565465
20,sqrt,6,130,0.875985462678222
20,sqrt,6,140,0.8732643742428479
20,sqrt,6,150,0.8719038300251608
20,sqrt,6,160,0.8719038300251608
20,sqrt,6,170,0.869192060385798
20,sqrt,6,180,0.8719038300251608
20,sqrt,6,190,0.8705432858074736
20,sqrt,6,200,0.8691827415897866
20,sqrt,8,10,0.859640294473954
20,sqrt,8,20,0.8596682508619885
20,sqrt,8,30,0.8678594725561457
20,sqrt,8,40,0.8692013791818098
20,sqrt,8,50,0.8719317864131954
20,sqrt,8,60,0.8746528748485696
20,sqrt,8,70,0.8733016494268939
20,sqrt,8,80,0.8719317864131954
20,sqrt,8,90,0.876022737862268
20,sqrt,8,100,0.8760227378622683
20,sqrt,8,110,0.8732830118348709
20,sqrt,8,120,0.8732923306308825
20,sqrt,8,130,0.8746342372565463
20,sqrt,8,140,0.8719131488211722
20,sqrt,8,150,0.867831516168111
20,sqrt,8,160,0.8705432858074736
20,sqrt,8,170,0.8705432858074736
20,sqrt,8,180,0.8691827415897866
20,sqrt,8,190,0.8678221973720994
20,sqrt,8,200,0.8678221973720994
20,sqrt,10,10,0.8569285248345914
20,sqrt,10,20,0.8623800205013513
20,sqrt,10,30,0.8650917901407139
20,sqrt,10,40,0.8678221973720994
20,sqrt,10,50,0.8705339670114622
20,sqrt,10,60,0.8732550554468362
20,sqrt,10,70,0.8773460068959091
20,sqrt,10,80,0.8759947814742335
20,sqrt,10,90,0.8787158699096077
20,sqrt,10,100,0.8787158699096077
20,sqrt,10,110,0.8773553256919205
20,sqrt,10,120,0.8773553256919205
20,sqrt,10,130,0.8759947814742335
20,sqrt,10,140,0.8773646444879322
20,sqrt,10,150,0.8760041002702451
20,sqrt,10,160,0.8760041002702451
20,sqrt,10,170,0.8746528748485696
20,sqrt,10,180,0.8746528748485696
20,sqrt,10,190,0.874643556052558
20,sqrt,10,200,0.873283011834871
20,sqrt,12,10,0.843295126269686
20,sqrt,12,20,0.8705526046034852
20,sqrt,12,30,0.8705526046034852
20,sqrt,12,40,0.8651011089367253
20,sqrt,12,50,0.8678221973720994
20,sqrt,12,60,0.8678221973720996
20,sqrt,12,70,0.8691827415897866
20,sqrt,12,80,0.8718945112291492
20,sqrt,12,90,0.875985462678222
20,sqrt,12,100,0.8732643742428478
20,sqrt,12,110,0.8759947814742335
20,sqrt,12,120,0.8746249184605348
20,sqrt,12,130,0.8719038300251608
20,sqrt,12,140,0.8732736930388594
20,sqrt,12,150,0.8651011089367253
20,sqrt,12,160,0.867831516168111
20,sqrt,12,170,0.867831516168111
20,sqrt,12,180,0.8705526046034852
20,sqrt,12,190,0.8705526046034852
20,sqrt,12,200,0.8691920603857982
20,sqrt,14,10,0.8596962072500233
20,sqrt,14,20,0.8555679806169042
20,sqrt,14,30,0.8623707017053397
20,sqrt,14,40,0.8623613829093282
20,sqrt,14,50,0.8664430155623893
20,sqrt,14,60,0.8664430155623893
20,sqrt,14,70,0.861000838691641
20,sqrt,14,80,0.8664336967663779
20,sqrt,14,90,0.8664430155623893
20,sqrt,14,100,0.8705339670114622
20,sqrt,14,110,0.8705339670114622
20,sqrt,14,120,0.8705339670114622
20,sqrt,14,130,0.8678128785760879
20,sqrt,14,140,0.8705432858074736
20,sqrt,14,150,0.8678128785760879
20,sqrt,14,160,0.8678221973720994
20,sqrt,14,170,0.8678221973720994
20,sqrt,14,180,0.8691827415897866
20,sqrt,14,190,0.8678128785760879
20,sqrt,14,200,0.8678221973720994
20,log2,2,10,0.8501071661541328
20,log2,2,20,0.8583077066443016
20,log2,2,30,0.871941105209207
20,log2,2,40,0.8705619233994968
20,log2,2,50,0.8733016494268941
20,log2,2,60,0.867831516168111
20,log2,2,70,0.8692013791818096
20,log2,2,80,0.8705619233994968
20,log2,2,90,0.8705712421955083
20,log2,2,100,0.8705712421955083
20,log2,2,110,0.8692106979778214
20,log2,2,120,0.8719317864131954
20,log2,2,130,0.8719317864131954
20,log2,2,140,0.867831516168111
20,log2,2,150,0.8692013791818096
20,log2,2,160,0.869192060385798
20,log2,2,170,0.8732923306308825
20,log2,2,180,0.8719317864131954
20,log2,2,190,0.8719131488211722
20,log2,2,200,0.873283011834871
20,log2,4,10,0.8569471624266145
20,log2,4,20,0.8719317864131954
20,log2,4,30,0.8760134190662565
20,log2,4,40,0.8719131488211722
20,log2,4,50,0.8759947814742335
20,log2,4,60,0.8760041002702451
20,log2,4,70,0.8705619233994968
20,log2,4,80,0.8732830118348709
20,log2,4,90,0.8691920603857982
20,log2,4,100,0.8719131488211722
20,log2,4,110,0.869192060385798
20,log2,4,120,0.8719131488211722
20,log2,4,130,0.8719131488211722
20,log2,4,140,0.8719131488211722
20,log2,4,150,0.8732736930388594
20,log2,4,160,0.8678221973720996
20,log2,4,170,0.8664616531544125
20,log2,4,180,0.8678221973720996
20,log2,4,190,0.8691827415897866
20,log2,4,200,0.8746249184605348
20,log2,6,10,0.8637498835150497
20,log2,6,20,0.8541981176032056
20,log2,6,30,0.866470971950424
20,log2,6,40,0.8664616531544125
20,log2,6,50,0.8678221973720994
20,log2,6,60,0.8664616531544125
20,log2,6,70,0.8678221973720996
20,log2,6,80,0.8732643742428478
20,log2,6,90,0.8719038300251608
20,log2,6,100,0.8719038300251608
20,log2,6,110,0.8705526046034852
20,log2,6,120,0.8746342372565465
20,log2,6,130,0.875985462678222
20,log2,6,140,0.8732643742428479
20,log2,6,150,0.8719038300251608
20,log2,6,160,0.8719038300251608
20,log2,6,170,0.869192060385798
20,log2,6,180,0.8719038300251608
20,log2,6,190,0.8705432858074736
20,log2,6,200,0.8691827415897866
20,log2,8,10,0.859640294473954
20,log2,8,20,0.8596682508619885
20,log2,8,30,0.8678594725561457
20,log2,8,40,0.8692013791818098
20,log2,8,50,0.8719317864131954
20,log2,8,60,0.8746528748485696
20,log2,8,70,0.8733016494268939
20,log2,8,80,0.8719317864131954
20,log2,8,90,0.876022737862268
20,log2,8,100,0.8760227378622683
20,log2,8,110,0.8732830118348709
20,log2,8,120,0.8732923306308825
20,log2,8,130,0.8746342372565463
20,log2,8,140,0.8719131488211722
20,log2,8,150,0.867831516168111
20,log2,8,160,0.8705432858074736
20,log2,8,170,0.8705432858074736
20,log2,8,180,0.8691827415897866
20,log2,8,190,0.8678221973720994
20,log2,8,200,0.8678221973720994
20,log2,10,10,0.8569285248345914
20,log2,10,20,0.8623800205013513
20,log2,10,30,0.8650917901407139
20,log2,10,40,0.8678221973720994
20,log2,10,50,0.8705339670114622
20,log2,10,60,0.8732550554468362
20,log2,10,70,0.8773460068959091
20,log2,10,80,0.8759947814742335
20,log2,10,90,0.8787158699096077
20,log2,10,100,0.8787158699096077
20,log2,10,110,0.8773553256919205
20,log2,10,120,0.8773553256919205
20,log2,10,130,0.8759947814742335
20,log2,10,140,0.8773646444879322
20,log2,10,150,0.8760041002702451
20,log2,10,160,0.8760041002702451
20,log2,10,170,0.8746528748485696
20,log2,10,180,0.8746528748485696
20,log2,10,190,0.874643556052558
20,log2,10,200,0.873283011834871
20,log2,12,10,0.843295126269686
20,log2,12,20,0.8705526046034852
20,log2,12,30,0.8705526046034852
20,log2,12,40,0.8651011089367253
20,log2,12,50,0.8678221973720994
20,log2,12,60,0.8678221973720996
20,log2,12,70,0.8691827415897866
20,log2,12,80,0.8718945112291492
20,log2,12,90,0.875985462678222
20,log2,12,100,0.8732643742428478
20,log2,12,110,0.8759947814742335
20,log2,12,120,0.8746249184605348
20,log2,12,130,0.8719038300251608
20,log2,12,140,0.8732736930388594
20,log2,12,150,0.8651011089367253
20,log2,12,160,0.867831516168111
20,log2,12,170,0.867831516168111
20,log2,12,180,0.8705526046034852
20,log2,12,190,0.8705526046034852
20,log2,12,200,0.8691920603857982
20,log2,14,10,0.8596962072500233
20,log2,14,20,0.8555679806169042
20,log2,14,30,0.8623707017053397
20,log2,14,40,0.8623613829093282
20,log2,14,50,0.8664430155623893
20,log2,14,60,0.8664430155623893
20,log2,14,70,0.861000838691641
20,log2,14,80,0.8664336967663779
20,log2,14,90,0.8664430155623893
20,log2,14,100,0.8705339670114622
20,log2,14,110,0.8705339670114622
20,log2,14,120,0.8705339670114622
20,log2,14,130,0.8678128785760879
20,log2,14,140,0.8705432858074736
20,log2,14,150,0.8678128785760879
20,log2,14,160,0.8678221973720994
20,log2,14,170,0.8678221973720994
20,log2,14,180,0.8691827415897866
20,log2,14,190,0.8678128785760879
20,log2,14,200,0.8678221973720994
